Common Name,Scientific Name,Status
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Endangered
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steelhead,Oncorhynchus (=Salmo) mykiss,Threatened
Steller sea lion,Eumetopias jubatus,Endangered
Steller's Eider,Polysticta stelleri,Threatened
Stephen Island frog,Leiopelma hamiltoni,Endangered
Stephens' kangaroo rat,Dipodomys stephensi (incl. D. cascus),Endangered
Stick-nest rat,Leporillus conditor,Endangered
Stirrupshell,Quadrula stapes,Endangered
St. Lucia Forest thrush,Cichlherminia iherminieri santaeluciae,Endangered
St. Lucia house wren,Troglodytes aedon mesoleucus,Endangered
St. Lucia parrot,Amazona versicolor,Endangered
Stock Island tree snail,Orthalicus reses (not incl. nesodryas),Threatened
Straight-horned markhor,Capra falconeri megaceros,Threatened
Streaked Horned lark,Eremophila alpestris strigata,Threatened
St. Thomas prickly-ash,Zanthoxylum thomasianum,Endangered
Stump-tailed macaque,Macaca arctoides,Threatened
St Vincent parrot,Amazona guildingii,Endangered
Suisun thistle,Cirsium hydrophilum var. hydrophilum,Endangered
Sumatran rhinoceros,Dicerorhinus sumatrensis,Endangered
Suwannee moccasinshell,Medionidus walkeri,Threatened
Swamp deer,Cervus duvauceli,Endangered
Swamp pink,Helonias bullata,Threatened
Swayne's hartebeest,Alcelaphus buselaphus swaynei,Endangered
Swinhoe's pheasant,Lophura swinhoii,Endangered
Tahiti flycatcher,Pomarea nigra,Endangered
Taita thrush,Turdus olivaceus helleri,Endangered
Tamaraw,Bubalus mindorensis,Endangered
Tampico pearlymussel,Cyrtonaias tampicoensis tecomatensis,Endangered
Tana River mangabey,Cercocebus galeritus galeritus,Endangered
Tana River red colobus monkey,Procolobus (=Colobus) rufomitratus (=badius r.),Endangered
Tan riffleshell,Epioblasma florentina walkeri (=E. walkeri),Endangered
Tapered pigtoe,Fusconaia burkei,Threatened
Tar River spinymussel,Elliptio steinstansana,Endangered
Tartaruga,Podocnemis expansa,Endangered
Tasmanian forester kangaroo,Macropus giganteus tasmaniensis,Endangered
Tasmanian tiger,Thylacinus cynocephalus,Endangered
Taylor's (=whulge) Checkerspot,Euphydryas editha taylori,Endangered
Telephus spurge,Euphorbia telephioides,Threatened
Temnick''s ground Pangolin,Manis temminckii,Endangered
Tenino pocket gopher,Thomomys mazama tumuli,Threatened
Tennessee yellow-eyed grass,Xyris tennesseensis,Endangered
Terlingua Creek cat's-eye,Cryptantha crassipes,Endangered
Texas ayenia,Ayenia limitaris,Endangered
Texas blind salamander,Typhlomolge rathbuni,Endangered
Texas golden Gladecress,Leavenworthia texana,Endangered
Texas Hornshell,Popenaias popeii,Endangered
Texas poppy-mallow,Callirhoe scabriuscula,Endangered
Texas prairie dawn-flower,Hymenoxys texana,Endangered
Texas snowbells,Styrax texanus,Endangered
Texas trailing phlox,Phlox nivalis ssp. texensis,Endangered
Texas wild-rice,Zizania texana,Endangered
Thailand giant catfish,Pangasianodon gigas,Endangered
Thick-billed parrot,Rhynchopsitta pachyrhyncha,Endangered
Thin-spined porcupine,Chaetomys subspinosus,Endangered
Thread-leaved brodiaea,Brodiaea filifolia,Threatened
Three Forks Springsnail,Pyrgulopsis trivialis,Endangered
Three-keeled Asian turtle,Melanochelys tricarinata,Endangered
Thyolo alethe,Alethe choloensis,Endangered
Tibetan antelope,Panthalops hodgsonii,Endangered
Tiburon jewelflower,Streptanthus niger,Endangered
Tiburon mariposa lily,Calochortus tiburonensis,Threatened
Tiburon paintbrush,Castilleja affinis ssp. neglecta,Endangered
Tidewater goby,Eucyclogobius newberryi,Endangered
Tiger,Panthera tigris,Endangered
Tiger cat,Leopardus (=Felis) tigrinus,Endangered
Tiny polygala,Polygala smallii,Endangered
Tipton kangaroo rat,Dipodomys nitratoides nitratoides,Endangered
Tobusch fishhook cactus,Sclerocactus brevihamatus ssp. tobuschii,Threatened
Todsen's pennyroyal,Hedeoma todsenii,Endangered
Tomistoma,Tomistoma schlegelii,Endangered
Tonkin snub-nosed monkey,Rhinopithecus avunculus,Endangered
Tooth Cave ground beetle,Rhadine persephone,Endangered
Tooth Cave pseudoscorpion,Tartarocreagris texana,Endangered
Tooth Cave Spider,Neoleptoneta myopica,Endangered
Topeka shiner,Notropis topeka (=tristis),Endangered
Toque macaque,Macaca sinica,Threatened
Tora hartebeest,Alcelaphus buselaphus tora,Endangered
Totoaba (seatrout or weakfish),Cynoscion macdonaldi,Endangered
Tracaja,Podocnemis unifilis,Endangered
Triangular Kidneyshell,Ptychobranchus greenii,Endangered
Trinidad white-headed curassow,Pipile pipile pipile,Endangered
Triple-ribbed milk-vetch,Astragalus tricarinatus,Endangered
Trispot darter,Etheostoma trisella,Threatened
Tristam's woodpecker,Dryocopus javensis richardsi,Endangered
Tuatara,Sphenodon punctatus,Endangered
Tubercled blossom (pearlymussel),Epioblasma torulosa torulosa,Endangered
Tulotoma snail,Tulotoma magnifica,Threatened
Tumbling Creek cavesnail,Antrobia culveri,Endangered
Turgid blossom (pearlymussel),Epioblasma turgidula,Endangered
Turks and Caicos iguana,Cyclura carinata carinata,Threatened
Uakari (all species),Cacajao spp.,Endangered
Ufa-halomtano,Heritiera longipetiolata,Endangered
Uhi uhi,Mezoneuron kavaiense,Endangered
Uinta Basin hookless cactus,Sclerocactus wetlandicus,Threatened
Ulugura bush-shrike,Malaconotus alius,Threatened
Umtanum Desert buckwheat,Eriogonum codium,Threatened
Unarmored threespine stickleback,Gasterosteus aculeatus williamsoni,Endangered
Uncompahgre fritillary butterfly,Boloria acrocnema,Endangered
Upland combshell,Epioblasma metastriata,Endangered
Urial,Ovis musimon ophion,Endangered
Utah prairie dog,Cynomys parvidens,Threatened
Ute ladies'-tresses,Spiranthes diluvialis,Threatened
Uvillo,Eugenia haematocarpa,Endangered
Vahl's boxwood,Buxus vahlii,Endangered
Vail Lake ceanothus,Ceanothus ophiochilus,Threatened
Valley elderberry longhorn beetle,Desmocerus californicus dimorphus,Threatened
Vancouver Island marmot,Marmota vancouverensis,Endangered
Van Dam's vanga,Xenopirostris damii,Threatened
Vandenberg monkeyflower,Diplacus vandenbergensis,Endangered
Ventura Marsh Milk-vetch,Astragalus pycnostachyus var. lanosissimus,Endangered
Verity's dudleya,Dudleya verityi,Threatened
Vermilion darter,Etheostoma chermocki,Endangered
Vernal pool fairy shrimp,Branchinecta lynchi,Threatened
Vernal pool tadpole shrimp,Lepidurus packardi,Endangered
Vicuna,Vicugna vicugna,Threatened
Vicuna,Vicugna vicugna,Endangered
Vinaceous-breasted parrot,Amazona vinacea,Endangered
Vine Hill clarkia,Clarkia imbricata,Endangered
Virginia big-eared bat,Corynorhinus (=Plecotus) townsendii virginianus,Endangered
Virginia fringed mountain snail,Polygyriscus virginianus,Endangered
Virginia round-leaf birch,Betula uber,Threatened
Virginia sneezeweed,Helenium virginicum,Threatened
Virginia spiraea,Spiraea virginiana,Threatened
Virgin Islands tree boa,Epicrates monensis granti,Endangered
Virgin River Chub,Gila seminuda (=robusta),Endangered
Visayan deer,Cervus alfredi,Endangered
Volcano rabbit,Romerolagus diazi,Endangered
Waccamaw silverside,Menidia extensa,Threatened
Wahane,Pritchardia aylmer-robinsonii,Endangered
Walia ibex,Capra walie,Endangered
Walker's manioc,Manihot walkerae,Endangered
Warm Springs pupfish,Cyprinodon nevadensis pectoralis,Endangered
Warner sucker,Catostomus warnerensis,Threatened
Watercress darter,Etheostoma nuchale,Endangered
Water howellia,Howellia aquatilis,Threatened
Watling Island ground iguana,Cyclura rileyi rileyi,Endangered
Wawae`iole,Huperzia mannii,Endangered
Wawae`iole,Huperzia nutans,Endangered
Webber's ivesia,Ivesia webberi,Threatened
Wedge spurge,Chamaesyce deltoidea serpyllum,Endangered
Welsh's milkweed,Asclepias welshii,Threatened
Wenatchee Mountains checkermallow,Sidalcea oregana var. calva,Endangered
West African manatee,Trichechus senegalensis,Threatened
West African ostrich,Struthio camelus spatzi,Endangered
Western bristlebird,Dasyornis longirostris (=brachypterus I.),Endangered
Western giant eland,Taurotragus derbianus derbianus,Endangered
Western hare wallaby,Lagorchestes hirsutus,Endangered
Western lily,Lilium occidentale,Endangered
Western mouse,Pseudomys occidentalis,Endangered
Western prairie fringed Orchid,Platanthera praeclara,Threatened
Western rufous bristlebird,Dasyornis broadbenti littoralis,Endangered
Western snowy plover,Charadrius nivosus nivosus,Threatened
Western tragopan pheasant,Tragopan melanocephalus,Endangered
Western whipbird,Psophodes nigrogularis,Endangered
West Indian Manatee,Trichechus manatus,Threatened
West Indian Walnut (=Nogal),Juglans jamaicensis,Endangered
Wheeler's peperomia,Peperomia wheeleri,Endangered
White Abalone,Haliotis sorenseni,Endangered
White birds-in-a-nest,Macbridea alba,Threatened
White bladderpod,Lesquerella pallida,Endangered
White Bluffs bladderpod,Physaria douglasii ssp. tuplashensis,Threatened
White-breasted guineafowl,Agelastes meleagrides,Threatened
White-breasted thrasher,Ramphocinclus brachyurus,Endangered
White-browed tit-spinetail,Leptasthenura xenothorax,Endangered
White catspaw (pearlymussel),Epioblasma obliquata perobliqua,Endangered
White Cay ground iguana,Cyclura rileyi cristata,Threatened
White cockatoo,Cacatua alba,Threatened
White-collared mangabey,Cercocebus torquatus,Endangered
White-eared (=buffy tufted-ear) marmoset,Callithrix aurita (=jacchus a.),Endangered
White eared pheasant,Crossoptilon crossoptilon,Endangered
white-flippered penguin,Eudyptula albosignata,Threatened
White-footed tamarin,Saguinus leucopus,Threatened
White fringeless orchid,Platanthera integrilabia,Threatened
White irisette,Sisyrinchium dichotomum,Endangered
White-naped Crane,Grus vipio,Endangered
White-necked crow,Corvus leucognaphalus,Endangered
White-necked rockfowl,Picathartes gymnocephalus,Endangered
White-nosed saki,Chiropotes albinasus,Endangered
White-rayed pentachaeta,Pentachaeta bellidiflora,Endangered
White River spinedace,Lepidomeda albivallis,Endangered
White River springfish,Crenichthys baileyi baileyi,Endangered
White sedge,Carex albida,Endangered
White sturgeon,Acipenser transmontanus,Endangered
White-tailed laurel Pigeon,Columba junoniae,Threatened
White wartyback (pearlymussel),Plethobasus cicatricosus,Endangered
White-winged cotinga,Xipholena atropurpurea,Endangered
White-winged guan,Penelope albipennis,Endangered
White-winged wood duck,Cairina scutulata,Endangered
Whooping crane,Grus americana,Endangered
Whorled Sunflower,Helianthus verticillatus,Endangered
Wide-leaf warea,Warea amplexifolia,Endangered
Wild yak,Bos mutus (=grunniens m.),Endangered
Willamette daisy,Erigeron decumbens,Endangered
Willowy monardella,Monardella viminea,Endangered
Winged Mapleleaf,Quadrula fragosa,Endangered
Winkler cactus,Pediocactus winkleri,Threatened
Wireweed,Polygonella basiramia,Endangered
Wood Bison,Bison bison athabascae,Threatened
Woodland Caribou,Rangifer tarandus caribou,Endangered
Wood stork,Mycteria americana,Threatened
Woolly spider monkey,Brachyteles arachnoides,Endangered
Woundfin,Plagopterus argentissimus,Endangered
Wright fishhook cactus,Sclerocactus wrightiae,Endangered
Wyoming Toad,Bufo hemiophrys baxteri,Endangered
Yacare Caiman,Caiman yacare,Threatened
Yadon's piperia,Piperia yadonii,Endangered
Yaqui catfish,Ictalurus pricei,Threatened
Yaqui chub,Gila purpurea,Endangered
Yarkand deer,Cervus elaphus yarkandensis,Endangered
Yellow-billed Cuckoo,Coccyzus americanus,Threatened
Yellow-billed parrot,Amazona collaria,Threatened
Yellow blossom (pearlymussel),Epioblasma florentina florentina,Endangered
Yellow-blotched map turtle,Graptemys flavimaculata,Threatened
Yellowcheek Darter,Etheostoma moorei,Endangered
Yellow-crested cockatoo,Cacatua sulphurea,Endangered
yellow-eyed penguin,Megadyptes antipodes,Threatened
yelloweye rockfish,Sebastes ruberrimus,Threatened
Yellowfin madtom,Noturus flavipinnis,Threatened
Yellow-footed rock wallaby,Petrogale xanthopus,Endangered
Yellow lance,Elliptio lanceolata,Threatened
Yellow larkspur,Delphinium luteum,Endangered
Yellow monitor,Varanus flavescens,Endangered
Yellow-shouldered blackbird,Agelaius xanthomus,Endangered
Yellow-tailed woolly monkey,Lagothrix flavicauda,Endangered
Yelm pocket gopher,Thomomys mazama yelmensis,Threatened
Yosemite toad,Anaxyrus canorus,Threatened
Yreka phlox,Phlox hirsuta,Endangered
Yuma clapper rail,Rallus longirostris yumanensis,Endangered
Yunnan snub-nosed monkey,Rhinopithecus bieti,Endangered
Zanzibar red colobus monkey,Procolobus (=Colobus) pennantii (=kirki) kirki,Endangered
Zanzibar suni,Neotragus moschatus moschatus,Endangered
Zapata bladderpod,Lesquerella thamnophila,Endangered
Zayante band-winged grasshopper,Trimerotropis infantilis,Endangered
Zuni bluehead Sucker,Catostomus discobolus yarrowi,Endangered
Zuni fleabane,Erigeron rhizomatus,Threatened
